Year,Team,Player,Runs,Wides,No_Balls,Venue,Match_Date
1979,England,Joe Root,95,4,1,"MCG, Melbourne",1979-09-11
1979,England,Joe Root,18,1,3,"Old Trafford, Manchester",1979-05-19
1979,England,Joe Root,13,4,3,"Chinnaswamy, Bangalore",1979-04-15
1979,England,Joe Root,44,1,2,"Chinnaswamy, Bangalore",1979-08-12
1979,England,Joe Root,99,0,1,"Wankhede, Mumbai",1979-05-27
1979,England,Ben Stokes,9,5,2,"MCG, Melbourne",1979-02-12
1979,England,Ben Stokes,130,3,3,"Eden Gardens, Kolkata",1979-09-09
1979,England,Ben Stokes,119,1,1,"Wankhede, Mumbai",1979-08-09
1979,England,Ben Stokes,19,3,3,"Lord's, London",1979-10-16
1979,England,Jos Buttler,58,1,1,"Wankhede, Mumbai",1979-02-11
1979,England,Jos Buttler,148,0,3,"Wankhede, Mumbai",1979-10-12
1979,England,Jos Buttler,81,0,3,"MCG, Melbourne",1979-12-24
1979,England,Jos Buttler,24,3,2,"Eden Gardens, Kolkata",1979-08-08
1979,England,Eoin Morgan,98,1,2,"Wankhede, Mumbai",1979-08-23
1979,England,Eoin Morgan,44,0,2,"Eden Gardens, Kolkata",1979-06-06
1979,England,Eoin Morgan,34,3,2,"Lord's, London",1979-07-10
1979,England,Eoin Morgan,27,5,1,"Wankhede, Mumbai",1979-03-04
1979,England,Eoin Morgan,78,5,2,"MCG, Melbourne",1979-09-09
1979,England,Eoin Morgan,5,0,0,"Chinnaswamy, Bangalore",1979-07-03
1979,England,Eoin Morgan,59,1,2,"Lord's, London",1979-08-19
1979,England,Kevin Pietersen,6,1,3,"Lord's, London",1979-11-22
1979,England,Kevin Pietersen,103,1,0,"Wankhede, Mumbai",1979-01-04
1979,England,Kevin Pietersen,147,4,0,"Wankhede, Mumbai",1979-06-14
1979,England,Kevin Pietersen,42,1,3,"Chinnaswamy, Bangalore",1979-11-27
1979,England,Kevin Pietersen,76,5,1,"Chinnaswamy, Bangalore",1979-03-01
1979,England,Kevin Pietersen,64,3,0,"Wankhede, Mumbai",1979-06-16
1979,England,Kevin Pietersen,74,5,2,"MCG, Melbourne",1979-12-16
1979,England,Kevin Pietersen,136,0,3,"Chinnaswamy, Bangalore",1979-06-04
1979,England,Kevin Pietersen,53,4,1,"MCG, Melbourne",1979-01-17
1979,Pakistan,Babar Azam,133,3,3,"Old Trafford, Manchester",1979-05-01
1979,Pakistan,Babar Azam,81,2,3,"Eden Gardens, Kolkata",1979-12-23
1979,Pakistan,Babar Azam,58,3,3,"Wankhede, Mumbai",1979-07-11
1979,Pakistan,Babar Azam,18,4,1,"MCG, Melbourne",1979-02-11
1979,Pakistan,Babar Azam,134,0,2,"Eden Gardens, Kolkata",1979-08-25
1979,Pakistan,Babar Azam,137,5,3,"Chinnaswamy, Bangalore",1979-07-02
1979,Pakistan,Wasim Akram,64,1,2,"Wankhede, Mumbai",1979-12-28
1979,Pakistan,Wasim Akram,57,4,2,"Chinnaswamy, Bangalore",1979-11-07
1979,Pakistan,Wasim Akram,37,1,2,"Lord's, London",1979-09-12
1979,Pakistan,Wasim Akram,124,0,2,"Old Trafford, Manchester",1979-05-06
1979,Pakistan,Wasim Akram,79,3,0,"Lord's, London",1979-11-02
1979,Pakistan,Wasim Akram,146,0,2,"Eden Gardens, Kolkata",1979-12-17
1979,Pakistan,Wasim Akram,7,1,1,"Lord's, London",1979-03-20
1979,Pakistan,Wasim Akram,85,2,3,"Wankhede, Mumbai",1979-07-14
1979,Pakistan,Wasim Akram,43,2,3,"Old Trafford, Manchester",1979-06-22
1979,Pakistan,Inzamam-ul-Haq,0,5,0,"Wankhede, Mumbai",1979-11-13
1979,Pakistan,Inzamam-ul-Haq,146,5,0,"Lord's, London",1979-09-17
1979,Pakistan,Inzamam-ul-Haq,134,3,2,"MCG, Melbourne",1979-08-05
1979,Pakistan,Inzamam-ul-Haq,110,4,3,"Lord's, London",1979-11-24
1979,Pakistan,Inzamam-ul-Haq,39,2,2,"Chinnaswamy, Bangalore",1979-09-17
1979,Pakistan,Shahid Afridi,47,3,0,"Wankhede, Mumbai",1979-02-17
1979,Pakistan,Shahid Afridi,55,3,1,"Chinnaswamy, Bangalore",1979-01-06
1979,Pakistan,Shahid Afridi,116,3,3,"Lord's, London",1979-07-15
1979,Pakistan,Shahid Afridi,109,1,0,"Eden Gardens, Kolkata",1979-05-04
1979,Pakistan,Shahid Afridi,12,1,2,"Eden Gardens, Kolkata",1979-12-26
1979,Pakistan,Shahid Afridi,11,0,0,"Lord's, London",1979-01-18
1979,Pakistan,Shahid Afridi,53,1,2,"Eden Gardens, Kolkata",1979-08-03
1979,Pakistan,Shahid Afridi,57,3,2,"MCG, Melbourne",1979-09-06
1979,Pakistan,Imran Khan,142,3,3,"Chinnaswamy, Bangalore",1979-02-21
1979,Pakistan,Imran Khan,91,0,2,"Lord's, London",1979-08-20
1979,Pakistan,Imran Khan,96,2,3,"Chinnaswamy, Bangalore",1979-04-14
1979,Pakistan,Imran Khan,107,5,0,"Old Trafford, Manchester",1979-07-16
1979,Pakistan,Imran Khan,23,0,0,"Wankhede, Mumbai",1979-08-26
1979,Pakistan,Imran Khan,46,5,2,"MCG, Melbourne",1979-05-25
1979,Pakistan,Imran Khan,29,1,0,"Wankhede, Mumbai",1979-01-24
1979,South Africa,AB de Villiers,80,0,1,"MCG, Melbourne",1979-05-07
1979,South Africa,AB de Villiers,111,1,0,"Eden Gardens, Kolkata",1979-04-07
1979,South Africa,AB de Villiers,70,0,2,"Eden Gardens, Kolkata",1979-09-05
1979,South Africa,AB de Villiers,52,2,3,"Eden Gardens, Kolkata",1979-11-27
1979,South Africa,AB de Villiers,148,1,2,"Wankhede, Mumbai",1979-06-05
1979,South Africa,AB de Villiers,50,2,2,"Eden Gardens, Kolkata",1979-02-20
1979,South Africa,AB de Villiers,139,0,3,"Eden Gardens, Kolkata",1979-04-04
1979,South Africa,Jacques Kallis,96,1,3,"Eden Gardens, Kolkata",1979-11-14
1979,South Africa,Jacques Kallis,24,3,2,"Wankhede, Mumbai",1979-11-28
1979,South Africa,Jacques Kallis,128,1,0,"Eden Gardens, Kolkata",1979-11-05
1979,South Africa,Jacques Kallis,41,4,3,"Chinnaswamy, Bangalore",1979-04-13
1979,South Africa,Jacques Kallis,106,3,0,"Old Trafford, Manchester",1979-06-26
1979,South Africa,Jacques Kallis,137,3,0,"Eden Gardens, Kolkata",1979-12-01
1979,South Africa,Jacques Kallis,99,0,1,"Wankhede, Mumbai",1979-08-11
1979,South Africa,Jacques Kallis,142,1,2,"MCG, Melbourne",1979-11-01
1979,South Africa,Jacques Kallis,133,2,0,"Eden Gardens, Kolkata",1979-12-27
1979,South Africa,Hashim Amla,114,3,0,"Eden Gardens, Kolkata",1979-12-01
1979,South Africa,Hashim Amla,40,4,0,"Wankhede, Mumbai",1979-11-27
1979,South Africa,Hashim Amla,88,1,2,"Eden Gardens, Kolkata",1979-07-21
1979,South Africa,Dale Steyn,125,0,1,"Eden Gardens, Kolkata",1979-01-02
1979,South Africa,Dale Steyn,59,4,2,"Chinnaswamy, Bangalore",1979-10-13
1979,South Africa,Dale Steyn,53,2,1,"Chinnaswamy, Bangalore",1979-09-16
1979,South Africa,Dale Steyn,83,2,3,"Wankhede, Mumbai",1979-09-13
1979,South Africa,Dale Steyn,65,1,2,"Old Trafford, Manchester",1979-06-25
1979,South Africa,Dale Steyn,86,1,0,"Lord's, London",1979-11-13
1979,South Africa,Graeme Smith,102,4,1,"Eden Gardens, Kolkata",1979-06-27
1979,South Africa,Graeme Smith,42,1,0,"Wankhede, Mumbai",1979-08-26
1979,South Africa,Graeme Smith,39,5,0,"MCG, Melbourne",1979-10-05
1979,New Zealand,Kane Williamson,33,3,3,"Chinnaswamy, Bangalore",1979-08-09
1979,New Zealand,Kane Williamson,40,2,1,"Lord's, London",1979-01-04
1979,New Zealand,Kane Williamson,90,4,3,"MCG, Melbourne",1979-08-12
1979,New Zealand,Kane Williamson,94,2,3,"Old Trafford, Manchester",1979-06-21
1979,New Zealand,Kane Williamson,75,1,1,"Old Trafford, Manchester",1979-12-27
1979,New Zealand,Kane Williamson,110,5,3,"Old Trafford, Manchester",1979-05-03
1979,New Zealand,Brendon McCullum,120,3,1,"MCG, Melbourne",1979-10-05
1979,New Zealand,Brendon McCullum,46,5,0,"Eden Gardens, Kolkata",1979-05-19
1979,New Zealand,Brendon McCullum,111,0,0,"Old Trafford, Manchester",1979-12-25
1979,New Zealand,Brendon McCullum,21,3,1,"Wankhede, Mumbai",1979-10-13
1979,New Zealand,Brendon McCullum,148,0,3,"Lord's, London",1979-06-02
1979,New Zealand,Brendon McCullum,106,4,0,"Lord's, London",1979-07-19
1979,New Zealand,Ross Taylor,132,2,1,"Chinnaswamy, Bangalore",1979-06-04
1979,New Zealand,Ross Taylor,18,2,0,"Eden Gardens, Kolkata",1979-08-02
1979,New Zealand,Ross Taylor,63,2,2,"Eden Gardens, Kolkata",1979-09-14
1979,New Zealand,Ross Taylor,27,2,1,"Old Trafford, Manchester",1979-12-04
1979,New Zealand,Ross Taylor,119,0,2,"Chinnaswamy, Bangalore",1979-11-23
1979,New Zealand,Ross Taylor,40,0,1,"MCG, Melbourne",1979-01-03
1979,New Zealand,Martin Guptill,25,3,0,"Eden Gardens, Kolkata",1979-01-25
1979,New Zealand,Martin Guptill,102,0,2,"Lord's, London",1979-04-03
1979,New Zealand,Martin Guptill,81,4,1,"Chinnaswamy, Bangalore",1979-10-07
1979,New Zealand,Martin Guptill,33,4,2,"Old Trafford, Manchester",1979-07-25
1979,New Zealand,Martin Guptill,97,1,0,"Wankhede, Mumbai",1979-12-17
1979,New Zealand,Martin Guptill,103,1,2,"Lord's, London",1979-05-18
1979,New Zealand,Martin Guptill,19,4,0,"MCG, Melbourne",1979-02-23
1979,New Zealand,Martin Guptill,59,5,0,"Chinnaswamy, Bangalore",1979-04-07
1979,New Zealand,Martin Guptill,100,3,2,"Old Trafford, Manchester",1979-04-05
1979,New Zealand,Daniel Vettori,126,1,3,"Old Trafford, Manchester",1979-06-16
1979,New Zealand,Daniel Vettori,145,0,0,"Eden Gardens, Kolkata",1979-08-04
1979,New Zealand,Daniel Vettori,59,5,0,"Lord's, London",1979-02-21
1979,New Zealand,Daniel Vettori,73,5,0,"Lord's, London",1979-07-16
1979,New Zealand,Daniel Vettori,81,3,1,"Wankhede, Mumbai",1979-10-21
1979,New Zealand,Daniel Vettori,29,0,1,"Chinnaswamy, Bangalore",1979-09-19
1979,New Zealand,Daniel Vettori,110,0,3,"Chinnaswamy, Bangalore",1979-12-06
1979,New Zealand,Daniel Vettori,62,1,1,"Old Trafford, Manchester",1979-02-07
1979,New Zealand,Daniel Vettori,125,4,3,"Eden Gardens, Kolkata",1979-07-26
1979,Sri Lanka,Kumar Sangakkara,126,0,3,"MCG, Melbourne",1979-11-02
1979,Sri Lanka,Kumar Sangakkara,44,2,0,"MCG, Melbourne",1979-07-06
1979,Sri Lanka,Kumar Sangakkara,119,5,1,"Chinnaswamy, Bangalore",1979-06-26
1979,Sri Lanka,Kumar Sangakkara,33,0,1,"Old Trafford, Manchester",1979-07-16
1979,Sri Lanka,Kumar Sangakkara,82,5,2,"Chinnaswamy, Bangalore",1979-11-16
1979,Sri Lanka,Mahela Jayawardene,32,3,2,"Lord's, London",1979-05-11
1979,Sri Lanka,Mahela Jayawardene,93,3,2,"Chinnaswamy, Bangalore",1979-01-09
1979,Sri Lanka,Mahela Jayawardene,134,0,0,"Chinnaswamy, Bangalore",1979-03-25
1979,Sri Lanka,Mahela Jayawardene,93,0,1,"Old Trafford, Manchester",1979-04-15
1979,Sri Lanka,Mahela Jayawardene,51,4,1,"MCG, Melbourne",1979-02-28
1979,Sri Lanka,Mahela Jayawardene,21,2,2,"Chinnaswamy, Bangalore",1979-05-15
1979,Sri Lanka,Mahela Jayawardene,106,5,2,"MCG, Melbourne",1979-02-15
1979,Sri Lanka,Mahela Jayawardene,115,4,1,"Wankhede, Mumbai",1979-05-26
1979,Sri Lanka,Sanath Jayasuriya,115,4,3,"Chinnaswamy, Bangalore",1979-05-12
1979,Sri Lanka,Sanath Jayasuriya,47,0,1,"MCG, Melbourne",1979-06-26
1979,Sri Lanka,Sanath Jayasuriya,134,1,3,"MCG, Melbourne",1979-10-26
1979,Sri Lanka,Sanath Jayasuriya,15,0,2,"Chinnaswamy, Bangalore",1979-02-07
1979,Sri Lanka,Sanath Jayasuriya,102,2,0,"Wankhede, Mumbai",1979-03-26
1979,Sri Lanka,Muttiah Muralitharan,17,1,2,"Eden Gardens, Kolkata",1979-10-11
1979,Sri Lanka,Muttiah Muralitharan,150,3,3,"Lord's, London",1979-11-13
1979,Sri Lanka,Muttiah Muralitharan,134,2,1,"Lord's, London",1979-04-19
1979,Sri Lanka,Muttiah Muralitharan,92,1,0,"Wankhede, Mumbai",1979-07-05
1979,Sri Lanka,Muttiah Muralitharan,95,3,0,"Eden Gardens, Kolkata",1979-10-24
1979,Sri Lanka,Muttiah Muralitharan,32,5,1,"Wankhede, Mumbai",1979-04-22
1979,Sri Lanka,Muttiah Muralitharan,24,5,0,"Eden Gardens, Kolkata",1979-05-09
1979,Sri Lanka,Lasith Malinga,113,3,2,"Chinnaswamy, Bangalore",1979-12-13
1979,Sri Lanka,Lasith Malinga,148,0,2,"Wankhede, Mumbai",1979-05-15
1979,Sri Lanka,Lasith Malinga,95,4,0,"MCG, Melbourne",1979-05-06
1979,Sri Lanka,Lasith Malinga,53,5,0,"Eden Gardens, Kolkata",1979-07-21
1979,Sri Lanka,Lasith Malinga,149,0,1,"Lord's, London",1979-11-02
1979,Sri Lanka,Lasith Malinga,49,2,2,"Eden Gardens, Kolkata",1979-06-20
1979,Sri Lanka,Lasith Malinga,0,2,0,"Lord's, London",1979-04-17
1979,West Indies,Chris Gayle,123,1,2,"Lord's, London",1979-08-21
1979,West Indies,Chris Gayle,109,5,0,"Wankhede, Mumbai",1979-05-09
1979,West Indies,Chris Gayle,134,4,2,"Eden Gardens, Kolkata",1979-11-22
1979,West Indies,Chris Gayle,148,1,1,"Old Trafford, Manchester",1979-08-22
1979,West Indies,Chris Gayle,105,3,3,"Lord's, London",1979-02-25
1979,West Indies,Chris Gayle,31,0,0,"Eden Gardens, Kolkata",1979-06-12
1979,West Indies,Brian Lara,85,1,0,"Lord's, London",1979-03-25
1979,West Indies,Brian Lara,84,1,3,"Old Trafford, Manchester",1979-05-05
1979,West Indies,Brian Lara,86,4,1,"Lord's, London",1979-09-02
1979,West Indies,Brian Lara,36,0,1,"Old Trafford, Manchester",1979-01-28
1979,West Indies,Brian Lara,135,2,2,"Old Trafford, Manchester",1979-12-25
1979,West Indies,Brian Lara,2,5,3,"Wankhede, Mumbai",1979-12-21
1979,West Indies,Viv Richards,47,2,2,"Old Trafford, Manchester",1979-11-23
1979,West Indies,Viv Richards,62,0,0,"Lord's, London",1979-08-10
1979,West Indies,Viv Richards,53,0,1,"Wankhede, Mumbai",1979-03-14
1979,West Indies,Viv Richards,14,1,0,"MCG, Melbourne",1979-01-10
1979,West Indies,Clive Lloyd,53,0,0,"Chinnaswamy, Bangalore",1979-05-12
1979,West Indies,Clive Lloyd,13,1,0,"Lord's, London",1979-05-04
1979,West Indies,Clive Lloyd,128,1,2,"MCG, Melbourne",1979-08-06
1979,West Indies,Clive Lloyd,26,0,0,"Wankhede, Mumbai",1979-07-10
1979,West Indies,Clive Lloyd,112,0,3,"Chinnaswamy, Bangalore",1979-01-15
1979,West Indies,Clive Lloyd,11,1,0,"Eden Gardens, Kolkata",1979-12-02
1979,West Indies,Andre Russell,1,5,2,"Chinnaswamy, Bangalore",1979-03-18
1979,West Indies,Andre Russell,95,2,2,"Old Trafford, Manchester",1979-05-19
1979,West Indies,Andre Russell,14,3,3,"Chinnaswamy, Bangalore",1979-01-09
1979,West Indies,Andre Russell,24,1,1,"Eden Gardens, Kolkata",1979-09-11
1979,West Indies,Andre Russell,37,4,2,"MCG, Melbourne",1979-11-10
1979,West Indies,Andre Russell,106,2,0,"Eden Gardens, Kolkata",1979-03-15
1979,West Indies,Andre Russell,114,4,2,"Chinnaswamy, Bangalore",1979-08-04
1979,West Indies,Andre Russell,116,2,2,"Wankhede, Mumbai",1979-05-10
1983,India,Virat Kohli,118,1,1,"Chinnaswamy, Bangalore",1983-02-09
1983,India,Virat Kohli,122,3,1,"Wankhede, Mumbai",1983-11-18
1983,India,Virat Kohli,67,5,3,"Wankhede, Mumbai",1983-02-16
1983,India,Virat Kohli,129,5,1,"Eden Gardens, Kolkata",1983-11-22
1983,India,Virat Kohli,99,3,3,"Lord's, London",1983-11-14
1983,India,Sachin Tendulkar,96,0,0,"Chinnaswamy, Bangalore",1983-04-08
1983,India,Sachin Tendulkar,61,1,3,"Lord's, London",1983-03-16
1983,India,Sachin Tendulkar,39,4,3,"Eden Gardens, Kolkata",1983-07-07
1983,India,Sachin Tendulkar,108,3,3,"Wankhede, Mumbai",1983-03-21
1983,India,Sachin Tendulkar,124,4,3,"MCG, Melbourne",1983-08-20
1983,India,Sachin Tendulkar,55,4,3,"Lord's, London",1983-10-23
1983,India,Sachin Tendulkar,128,0,1,"Old Trafford, Manchester",1983-07-07
1983,India,Sachin Tendulkar,88,3,0,"Chinnaswamy, Bangalore",1983-09-11
1983,India,Sachin Tendulkar,96,0,1,"Old Trafford, Manchester",1983-09-19
1983,India,Rohit Sharma,0,4,2,"Eden Gardens, Kolkata",1983-05-13
1983,India,Rohit Sharma,14,2,3,"MCG, Melbourne",1983-03-27
1983,India,Rohit Sharma,43,0,3,"Wankhede, Mumbai",1983-08-15
1983,India,Rohit Sharma,44,3,2,"Wankhede, Mumbai",1983-11-02
1983,India,Rohit Sharma,137,1,0,"Eden Gardens, Kolkata",1983-10-01
1983,India,Rohit Sharma,112,3,1,"Chinnaswamy, Bangalore",1983-01-08
1983,India,MS Dhoni,87,2,1,"MCG, Melbourne",1983-08-27
1983,India,MS Dhoni,72,3,0,"Lord's, London",1983-09-17
1983,India,MS Dhoni,127,5,1,"Wankhede, Mumbai",1983-04-03
1983,India,MS Dhoni,68,4,3,"Wankhede, Mumbai",1983-11-01
1983,India,MS Dhoni,58,3,2,"Wankhede, Mumbai",1983-10-28
1983,India,MS Dhoni,97,0,3,"Chinnaswamy, Bangalore",1983-08-04
1983,India,MS Dhoni,84,2,3,"Old Trafford, Manchester",1983-02-27
1983,India,MS Dhoni,56,4,2,"Eden Gardens, Kolkata",1983-07-21
1983,India,MS Dhoni,129,3,3,"Old Trafford, Manchester",1983-10-19
1983,India,Yuvraj Singh,1,0,3,"Wankhede, Mumbai",1983-10-17
1983,India,Yuvraj Singh,103,3,0,"Old Trafford, Manchester",1983-06-11
1983,India,Yuvraj Singh,16,4,1,"Lord's, London",1983-12-24
1983,India,Yuvraj Singh,131,0,0,"Lord's, London",1983-01-23
1983,India,Yuvraj Singh,112,4,1,"Chinnaswamy, Bangalore",1983-06-01
1983,Australia,Ricky Ponting,14,4,3,"Old Trafford, Manchester",1983-06-02
1983,Australia,Ricky Ponting,138,5,1,"Chinnaswamy, Bangalore",1983-11-09
1983,Australia,Ricky Ponting,142,1,3,"Eden Gardens, Kolkata",1983-03-07
1983,Australia,Ricky Ponting,53,1,3,"Chinnaswamy, Bangalore",1983-02-01
1983,Australia,Ricky Ponting,19,4,1,"Wankhede, Mumbai",1983-08-25
1983,Australia,Ricky Ponting,128,5,0,"MCG, Melbourne",1983-11-09
1983,Australia,Ricky Ponting,35,2,3,"Lord's, London",1983-03-26
1983,Australia,Ricky Ponting,98,0,0,"Wankhede, Mumbai",1983-05-11
1983,Australia,Ricky Ponting,11,4,3,"MCG, Melbourne",1983-06-28
1983,Australia,Glenn Maxwell,92,4,2,"Lord's, London",1983-11-21
1983,Australia,Glenn Maxwell,141,4,3,"MCG, Melbourne",1983-08-13
1983,Australia,Glenn Maxwell,22,0,0,"Old Trafford, Manchester",1983-09-28
1983,Australia,Glenn Maxwell,59,4,1,"Eden Gardens, Kolkata",1983-11-24
1983,Australia,Glenn Maxwell,41,1,0,"Chinnaswamy, Bangalore",1983-09-03
1983,Australia,Glenn Maxwell,147,1,2,"Eden Gardens, Kolkata",1983-07-27
1983,Australia,Glenn Maxwell,90,4,3,"Old Trafford, Manchester",1983-08-14
1983,Australia,Glenn Maxwell,10,4,3,"Lord's, London",1983-06-10
1983,Australia,Glenn Maxwell,120,4,3,"Eden Gardens, Kolkata",1983-12-13
1983,Australia,Steve Smith,112,4,0,"Wankhede, Mumbai",1983-05-14
1983,Australia,Steve Smith,55,1,0,"Eden Gardens, Kolkata",1983-03-02
1983,Australia,Steve Smith,35,4,3,"Chinnaswamy, Bangalore",1983-01-27
1983,Australia,Steve Smith,134,0,1,"Old Trafford, Manchester",1983-09-25
1983,Australia,Steve Smith,18,3,3,"Lord's, London",1983-10-26
1983,Australia,Steve Smith,27,4,3,"Lord's, London",1983-03-25
1983,Australia,Steve Smith,72,4,2,"Eden Gardens, Kolkata",1983-07-12
1983,Australia,Steve Smith,123,4,1,"Chinnaswamy, Bangalore",1983-07-07
1983,Australia,Steve Smith,103,4,0,"Lord's, London",1983-12-19
1983,Australia,David Warner,87,2,2,"Chinnaswamy, Bangalore",1983-03-11
1983,Australia,David Warner,114,4,2,"Wankhede, Mumbai",1983-09-07
1983,Australia,David Warner,126,5,0,"Eden Gardens, Kolkata",1983-04-11
1983,Australia,David Warner,48,0,2,"MCG, Melbourne",1983-02-19
1983,Australia,David Warner,40,5,0,"Eden Gardens, Kolkata",1983-09-02
1983,Australia,David Warner,18,2,2,"MCG, Melbourne",1983-05-11
1983,Australia,David Warner,82,2,2,"Chinnaswamy, Bangalore",1983-10-28
1983,Australia,David Warner,72,1,2,"Chinnaswamy, Bangalore",1983-09-20
1983,Australia,David Warner,13,1,1,"Chinnaswamy, Bangalore",1983-05-22
1983,Australia,Adam Gilchrist,23,2,0,"Eden Gardens, Kolkata",1983-10-01
1983,Australia,Adam Gilchrist,144,4,1,"MCG, Melbourne",1983-02-23
1983,Australia,Adam Gilchrist,7,3,0,"Lord's, London",1983-04-15
1983,Australia,Adam Gilchrist,139,2,0,"Chinnaswamy, Bangalore",1983-12-22
1983,England,Joe Root,17,2,0,"Eden Gardens, Kolkata",1983-03-24
1983,England,Joe Root,21,3,1,"Old Trafford, Manchester",1983-10-17
1983,England,Joe Root,87,1,0,"Lord's, London",1983-09-26
1983,England,Ben Stokes,86,1,1,"MCG, Melbourne",1983-10-13
1983,England,Ben Stokes,104,5,0,"Lord's, London",1983-07-10
1983,England,Ben Stokes,89,2,0,"Eden Gardens, Kolkata",1983-10-04
1983,England,Jos Buttler,80,2,1,"Lord's, London",1983-02-19
1983,England,Jos Buttler,134,4,1,"Old Trafford, Manchester",1983-06-25
1983,England,Jos Buttler,112,0,0,"Old Trafford, Manchester",1983-09-21
1983,England,Jos Buttler,147,1,1,"MCG, Melbourne",1983-02-17
1983,England,Eoin Morgan,71,3,0,"Lord's, London",1983-08-11
1983,England,Eoin Morgan,46,4,2,"Wankhede, Mumbai",1983-03-18
1983,England,Eoin Morgan,8,3,2,"Eden Gardens, Kolkata",1983-08-19
1983,England,Kevin Pietersen,94,2,0,"MCG, Melbourne",1983-10-06
1983,England,Kevin Pietersen,126,5,3,"Lord's, London",1983-06-23
1983,England,Kevin Pietersen,112,0,2,"Wankhede, Mumbai",1983-08-16
1983,England,Kevin Pietersen,91,1,2,"MCG, Melbourne",1983-05-19
1983,Pakistan,Babar Azam,102,4,0,"Chinnaswamy, Bangalore",1983-06-07
1983,Pakistan,Babar Azam,69,1,3,"Lord's, London",1983-09-15
1983,Pakistan,Babar Azam,83,3,3,"Lord's, London",1983-06-13
1983,Pakistan,Wasim Akram,63,3,1,"Lord's, London",1983-06-22
1983,Pakistan,Wasim Akram,128,5,2,"Wankhede, Mumbai",1983-12-16
1983,Pakistan,Wasim Akram,109,0,3,"Eden Gardens, Kolkata",1983-11-04
1983,Pakistan,Wasim Akram,111,5,3,"Chinnaswamy, Bangalore",1983-06-18
1983,Pakistan,Inzamam-ul-Haq,85,4,1,"Old Trafford, Manchester",1983-12-15
1983,Pakistan,Inzamam-ul-Haq,88,0,1,"Chinnaswamy, Bangalore",1983-01-09
1983,Pakistan,Inzamam-ul-Haq,37,3,1,"MCG, Melbourne",1983-09-04
1983,Pakistan,Shahid Afridi,117,0,3,"Wankhede, Mumbai",1983-09-10
1983,Pakistan,Shahid Afridi,17,2,2,"Chinnaswamy, Bangalore",1983-10-17
1983,Pakistan,Shahid Afridi,134,3,1,"Chinnaswamy, Bangalore",1983-01-20
1983,Pakistan,Shahid Afridi,149,3,0,"Eden Gardens, Kolkata",1983-12-20
1983,Pakistan,Shahid Afridi,148,0,1,"Lord's, London",1983-08-16
1983,Pakistan,Shahid Afridi,17,2,2,"Eden Gardens, Kolkata",1983-02-01
1983,Pakistan,Shahid Afridi,69,5,1,"Chinnaswamy, Bangalore",1983-11-09
1983,Pakistan,Shahid Afridi,10,2,3,"Eden Gardens, Kolkata",1983-04-07
1983,Pakistan,Shahid Afridi,113,1,3,"Old Trafford, Manchester",1983-06-01
1983,Pakistan,Imran Khan,6,5,1,"Old Trafford, Manchester",1983-06-17
1983,Pakistan,Imran Khan,98,0,2,"Chinnaswamy, Bangalore",1983-11-13
1983,Pakistan,Imran Khan,58,0,3,"MCG, Melbourne",1983-03-21
1983,South Africa,AB de Villiers,124,2,2,"Old Trafford, Manchester",1983-11-25
1983,South Africa,AB de Villiers,47,2,0,"Chinnaswamy, Bangalore",1983-02-12
1983,South Africa,AB de Villiers,51,3,0,"Eden Gardens, Kolkata",1983-03-25
1983,South Africa,AB de Villiers,97,3,1,"Eden Gardens, Kolkata",1983-07-13
1983,South Africa,AB de Villiers,99,2,3,"Old Trafford, Manchester",1983-12-24
1983,South Africa,AB de Villiers,40,5,3,"Old Trafford, Manchester",1983-12-03
1983,South Africa,AB de Villiers,24,3,3,"Eden Gardens, Kolkata",1983-08-17
1983,South Africa,Jacques Kallis,126,2,2,"Chinnaswamy, Bangalore",1983-02-18
1983,South Africa,Jacques Kallis,52,5,2,"Wankhede, Mumbai",1983-11-09
1983,South Africa,Jacques Kallis,18,5,0,"MCG, Melbourne",1983-07-24
1983,South Africa,Jacques Kallis,45,1,3,"Old Trafford, Manchester",1983-08-18
1983,South Africa,Jacques Kallis,107,2,0,"MCG, Melbourne",1983-07-16
1983,South Africa,Jacques Kallis,20,0,2,"Lord's, London",1983-11-20
